ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc55-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
692,3473,737230,6212,737230
692,3473,737230,6212,737230
693,3481,737670,6212,737670
694,3483,738480,6212,738480
694,3483,739480,6212,739480
694,3483,740480,6212,740480
695,3491,741480,6212,741480
696,3499,741640,6212,741640
697,3501,742640,6212,742640
697,3501,743640,6212,743640
697,3501,744450,6212,744450
697,3501,745260,6212,745260
697,3501,746260,6212,746260
698,3509,747260,6212,747260
699,3511,748070,6212,748070
700,3519,748880,6212,748880
701,3521,749110,6212,749110
702,3529,749430,6212,749430
703,3531,750430,6212,750430
704,3533,751080,6212,751080
705,3535,751540,6212,751540
706,3537,752190,6212,752190
706,3537,753190,6212,753190
706,3537,753510,6212,753510
706,3537,754320,6212,754320
706,3537,755320,6212,755320
706,3537,756320,6212,756320
706,3537,757320,6212,757320
706,3537,757780,6212,757780
706,3537,758250,6212,758250
707,3539,759250,6212,759250
707,3539,760250,6212,760250
708,3541,761250,6212,761250
709,3543,762250,6212,762250
710,3545,762720,6212,762720
710,3545,763720,6212,763720
710,3545,763880,6212,763880
710,3545,764690,6212,764690
711,3553,764690,6212,764690
711,3553,765690,6212,765690
712,3561,766690,6212,766690
712,3561,767690,6212,767690
713,3563,768500,6212,768500
714,3565,769310,6212,769310
714,3565,769630,6212,769630
715,3567,770630,6212,770630
716,3569,771630,6212,771630
716,3569,772630,6212,772630
716,3569,773280,6212,773280
716,3569,774280,6212,774280
716,3569,774510,6212,774510
716,3569,774510,6212,774510
716,3569,775320,6212,775320
717,3571,776320,6212,776320
717,3571,776320,6212,776320
718,3579,777320,6212,777320
718,3579,778320,6212,778320
719,3581,778320,6212,778320
719,3581,779130,6212,779130
719,3581,779290,6212,779290
719,3581,779290,6212,779290
719,3581,780100,6212,780100
719,3581,781100,6212,781100
720,3589,781910,6212,781910
720,3589,782070,6212,782070
721,3597,783070,6212,783070
721,3597,783530,6212,783530
722,3599,784530,6212,784530
723,3607,785530,6212,785530
724,3615,786340,6212,786340
724,3615,787340,6212,787340
725,3623,788340,6212,788340
725,3623,788340,6212,788340
725,3623,789340,6212,789340
726,3631,790340,6212,790340
727,3639,791340,6212,791340
727,3639,791500,6212,791500
728,3641,792500,6212,792500
728,3641,793500,6212,793500
728,3641,793500,6212,793500
728,3641,793500,6212,793500
729,3649,793970,6212,793970
729,3649,794970,6212,794970
729,3649,794970,6212,794970
729,3649,795970,6212,795970
729,3649,796970,6212,796970
729,3649,797440,6212,797440
729,3649,798250,6212,798250
730,3651,799250,6212,799250
730,3651,800250,6212,800250
731,3653,801250,6212,801250
731,3653,802250,6212,802250
731,3653,802710,6212,802710
731,3653,803360,6212,803360
732,3655,804170,6212,804170
733,3657,804170,6212,804170
733,3657,805170,6212,805170
734,3665,805170,6212,805170
735,3669,805490,6212,805490
736,3673,806490,6212,806490
736,3673,807300,6212,807300
736,3673,807770,6212,807770
736,3673,808770,6212,808770
736,3673,809240,6212,809240
736,3673,810240,6212,810240
736,3673,811050,6212,811050
736,3673,812050,6212,812050
736,3673,812050,6212,812050
737,3675,813050,6212,813050
738,3677,813520,6212,813520
738,3677,814520,6212,814520
739,3679,815520,6212,815520
739,3679,816330,6212,816330
740,3687,817330,6212,817330
740,3687,818330,6212,818330
740,3687,819330,6212,819330
740,3687,820330,6212,820330
741,3695,820810,6212,820810
741,3695,821130,6212,821130
741,3695,822130,6212,822130
741,3695,822600,6212,822600
741,3695,823070,6212,823070
742,3697,824070,6212,824070
742,3697,824390,6212,824390
742,3697,824610,6212,824610
742,3697,824770,6212,824770
743,3705,824770,6212,824770
743,3705,825580,6212,825580
744,3713,826390,6212,826390
745,3721,827200,6212,827200
745,3721,828200,6212,828200
745,3721,829200,6212,829200
746,3729,830010,6212,830010
747,3737,831010,6212,831010
748,3745,831480,6212,831480
748,3745,832480,6212,832480
749,3747,833130,6212,833130
750,3755,833600,6212,833600
751,3757,834410,6212,834410
751,3757,835410,6212,835410
751,3757,836410,6212,836410
751,3757,837410,6212,837410
751,3757,838410,6212,838410
751,3757,839410,6212,839410
751,3757,840410,6212,840410
752,3758,841410,6212,841410
753,3766,841410,6212,841410
753,3766,842410,6212,842410
754,3774,843060,6212,843060
755,3776,843610,6212,843610
755,3776,844610,6212,844610
755,3776,845420,6212,845420
756,3784,846420,6212,846420
757,3786,847420,6212,847420
758,3794,848420,6212,848420
758,3794,849420,6212,849420
758,3794,850420,6212,850420
759,3796,851230,6212,851230
760,3804,852230,6212,852230
761,3812,853040,6212,853040
761,3812,853040,6212,853040
762,3813,853850,6212,853850
763,3821,854170,6212,854170
764,3829,855170,6212,855170
764,3829,855170,6212,855170
764,3829,856170,6212,856170
765,3837,856640,6212,856640
766,3845,857640,6212,857640
767,3847,858110,6212,858110
767,3847,858430,6212,858430
767,3847,859430,6212,859430
767,3847,860430,6212,860430
767,3847,861430,6212,861430
768,3855,861760,6212,861760
769,3857,862570,6212,862570
769,3857,863040,6212,863040
769,3857,864040,6212,864040
769,3857,864510,6212,864510
769,3857,865510,6212,865510
770,3865,865980,6212,865980
771,3873,865980,6212,865980
771,3873,866980,6212,866980
771,3873,867980,6212,867980
772,3881,868980,6212,868980
773,3883,869570,6212,869570
773,3883,870030,6212,870030
774,3885,871030,6212,871030
775,3887,871490,6212,871490
775,3887,872490,6212,872490
776,3895,872950,6212,872950
776,3895,873760,6212,873760
776,3895,874230,6212,874230
777,3897,875230,6212,875230
777,3897,876230,6212,876230
777,3897,876230,6212,876230
777,3897,877230,6212,877230
777,3897,878230,6212,878230
777,3897,879040,6212,879040
778,3905,880040,6212,880040
779,3913,880850,6212,880850
779,3913,881850,6212,881850
780,3915,882310,6212,882310
780,3915,883120,6212,883120
781,3923,883120,6212,883120
782,3925,884120,6212,884120
782,3925,884590,6212,884590
782,3925,885590,6212,885590
782,3925,887590,6212,887590
782,3925,888400,6212,888400
783,3933,889210,6212,889210
784,3935,890020,6212,890020
784,3935,891020,6212,891020
784,3935,892020,6212,892020
785,3943,892830,6212,892830
785,3943,893640,6212,893640
785,3943,894110,6212,894110
786,3947,895110,6212,895110
786,3947,895920,6212,895920
786,3947,896730,6212,896730
787,3948,897050,6212,897050
787,3948,897050,6212,897050
788,3950,898050,6212,898050
788,3950,898520,6212,898520
788,3950,898740,6212,898740
788,3950,899110,6212,899110
788,3950,900110,6212,900110
789,3958,901110,6212,901110
789,3958,902110,6212,902110
789,3958,902580,6212,902580
790,3966,903580,6212,903580
791,3968,904390,6212,904390
792,3976,905390,6212,905390
793,3984,906200,6212,906200
793,3984,906790,6212,906790
793,3984,907790,6212,907790
794,3986,908790,6212,908790
795,3994,909340,6212,909340
795,3994,910150,6212,910150
795,3994,910960,6212,910960
795,3994,911770,6212,911770
795,3994,912000,6212,912000
796,4002,913000,6212,913000
796,4002,914000,6212,914000
796,4002,914810,6212,914810
796,4002,915810,6212,915810
796,4002,915810,6212,915810
796,4002,916810,6212,916810
796,4002,917620,6212,917620
796,4002,917620,6212,917620
796,4002,918620,6212,918620
797,4010,919620,6212,919620
797,4010,920090,6212,920090
798,4018,920900,6212,920900
798,4018,921900,6212,921900
798,4018,922130,6212,922130
799,4026,923130,6212,923130
799,4026,924130,6212,924130
799,4026,924130,6212,924130
799,4026,924350,6212,924350
800,4034,924900,6212,924900
800,4034,925900,6212,925900
800,4034,926710,6212,926710
800,4034,927710,6212,927710
800,4034,927710,6212,927710
801,4036,928710,6212,928710
802,4040,929360,6212,929360
803,4048,929830,6212,929830
804,4050,930830,6212,930830
804,4050,931830,6212,931830
804,4050,932830,6212,932830
804,4050,933640,6212,933640
804,4050,934450,6212,934450
805,4052,934450,6212,934450
805,4052,935450,6212,935450
805,4052,936450,6212,936450
806,4054,936680,6212,936680
807,4056,937680,6212,937680
807,4056,938680,6212,938680
807,4056,939680,6212,939680
808,4064,940150,6212,940150
808,4064,941150,6212,941150
808,4064,942150,6212,942150
808,4064,943150,6212,943150
809,4066,944150,6212,944150
810,4068,944960,6212,944960
810,4068,945960,6212,945960
810,4068,946960,6212,946960
811,4076,947770,6212,947770
812,4077,948770,6212,948770
812,4077,949770,6212,949770
813,4079,950240,6212,950240
814,4081,950790,6212,950790
814,4081,951790,6212,951790
815,4083,951790,6212,951790
815,4083,952010,6212,952010
816,4091,952480,6212,952480
816,4091,952480,6212,952480
817,4093,953290,6212,953290
818,4095,954100,6212,954100
818,4095,954910,6212,954910
818,4095,955720,6212,955720
818,4095,956720,6212,956720
819,4097,957720,6212,957720
819,4097,958190,6212,958190
819,4097,959190,6212,959190
820,4105,959190,6212,959190
821,4113,960000,6212,960000
821,4113,961000,6212,961000
821,4113,961470,6212,961470
821,4113,962470,6212,962470
821,4113,963470,6212,963470
822,4115,964280,6212,964280
823,4123,964930,6212,964930
824,4125,965480,6212,965480
825,4127,966480,6212,966480
825,4127,967130,6212,967130
825,4127,967130,6212,967130
826,4135,968130,6212,968130
827,4143,969130,6212,969130
827,4143,969590,6212,969590
827,4143,970590,6212,970590
828,4145,971590,6212,971590
828,4145,972590,6212,972590
828,4145,973590,6212,973590
829,4153,974590,6212,974590
829,4153,975590,6212,975590
829,4153,976590,6212,976590
829,4153,976910,6212,976910
829,4153,977910,6212,977910
829,4153,978230,6212,978230
829,4153,979230,6212,979230
829,4153,980040,6212,980040
830,4155,981040,6212,981040
830,4155,982040,6212,982040
831,4163,983040,6212,983040
831,4163,984040,6212,984040
832,4171,984510,6212,984510
833,4173,985160,6212,985160
834,4181,985970,6212,985970
834,4181,986620,6212,986620
835,4189,987620,6212,987620
836,4193,988430,6212,988430
836,4193,988900,6212,988900
837,4201,989900,6212,989900
838,4209,990370,6212,990370
838,4209,991370,6212,991370
838,4209,991370,6212,991370
838,4209,992370,6212,992370
838,4209,992850,6212,992850
838,4209,993320,6212,993320
838,4209,993320,6212,993320
838,4209,994320,6212,994320
838,4209,994690,6212,994690
838,4209,995690,6212,995690
838,4209,996690,6212,996690
839,4217,997160,6212,997160
840,4225,998160,6212,998160
840,4225,998810,6212,998810
840,4225,999810,6212,999810
841,4233,1000620,6212,1000620
841,4233,1000620,6212,1000620
841,4233,1001430,6212,1001430
841,4233,1001750,6212,1001750
841,4233,1002750,6212,1002750
841,4233,1003750,6212,1003750
841,4233,1004750,6212,1004750
842,4235,1004750,6212,1004750
842,4235,1004750,6212,1004750
842,4235,1005220,6212,1005220
842,4235,1006220,6212,1006220
842,4235,1006220,6212,1006220
842,4235,1007030,6212,1007030
842,4235,1008030,6212,1008030
843,4243,1008840,6212,1008840
843,4243,1009840,6212,1009840
844,4251,1010840,6212,1010840
844,4251,1011840,6212,1011840
845,4253,1012840,6212,1012840
846,4261,1013840,6212,1013840
846,4261,1014840,6212,1014840
847,4263,1015310,6212,1015310
847,4263,1016310,6212,1016310
848,4271,1017120,6212,1017120
848,4271,1018120,6212,1018120
849,4279,1018930,6212,1018930
849,4279,1019930,6212,1019930
849,4279,1020930,6212,1020930
849,4279,1021930,6212,1021930
849,4279,1022250,6212,1022250
849,4279,1022480,6212,1022480
849,4279,1022800,6212,1022800
850,4281,1023800,6212,1023800
850,4281,1024800,6212,1024800
850,4281,1025800,6212,1025800
850,4281,1026120,6212,1026120
850,4281,1026590,6212,1026590
850,4281,1027400,6212,1027400
850,4281,1027400,6212,1027400
850,4281,1028210,6212,1028210
850,4281,1029210,6212,1029210
850,4281,1029680,6212,1029680
850,4281,1030680,6212,1030680
850,4281,1030680,6212,1030680
850,4281,1031140,6212,1031140
850,4281,1032140,6212,1032140
850,4281,1032610,6212,1032610
851,4285,1033420,6212,1033420
851,4285,1034420,6212,1034420
851,4285,1034580,6212,1034580
851,4285,1035580,6212,1035580
851,4285,1036580,6212,1036580
852,4293,1037580,6212,1037580
852,4293,1038390,6212,1038390
852,4293,1038500,6212,1038500
852,4293,1039500,6212,1039500
853,4301,1040500,6212,1040500
854,4303,1041500,6212,1041500
854,4303,1042500,6212,1042500
854,4303,1043500,6212,1043500
855,4305,1044310,6212,1044310
855,4305,1044310,6212,1044310
856,4313,1044470,6212,1044470
857,4315,1045470,6212,1045470
857,4315,1046470,6212,1046470
857,4315,1047120,6212,1047120
857,4315,1047590,6212,1047590
857,4315,1048060,6212,1048060
857,4315,1048060,6212,1048060
857,4315,1049060,6212,1049060
858,4317,1049870,6212,1049870
858,4317,1050680,6212,1050680
859,4325,1051680,6212,1051680
859,4325,1052490,6212,1052490
859,4325,1053490,6212,1053490
859,4325,1054300,6212,1054300
859,4325,1055300,6212,1055300
860,4333,1056300,6212,1056300
860,4333,1057300,6212,1057300
861,4335,1058300,6212,1058300
862,4343,1058760,6212,1058760
863,4345,1059760,6212,1059760
863,4345,1060760,6212,1060760
864,4349,1061760,6212,1061760
865,4357,1062760,6212,1062760
866,4365,1063760,6212,1063760
867,4373,1064760,6212,1064760
868,4375,1065570,6212,1065570
869,4377,1066040,6212,1066040
870,4381,1066850,6212,1066850
871,4389,1067850,6212,1067850
871,4389,1068660,6212,1068660
871,4389,1069660,6212,1069660
871,4389,1070660,6212,1070660
872,4397,1071130,6212,1071130
873,4399,1072130,6212,1072130
873,4399,1073130,6212,1073130
873,4399,1073600,6212,1073600
874,4407,1074410,6212,1074410
874,4407,1074880,6212,1074880
875,4415,1075690,6212,1075690
876,4419,1076690,6212,1076690
876,4419,1077500,6212,1077500
877,4421,1078500,6212,1078500
878,4423,1079500,6212,1079500
878,4423,1080500,6212,1080500
879,4425,1081500,6212,1081500
879,4425,1081970,6212,1081970
879,4425,1081970,6212,1081970
879,4425,1082970,6212,1082970
880,4433,1083970,6212,1083970
881,4441,1084970,6212,1084970
882,4443,1085620,6212,1085620
882,4443,1086620,6212,1086620
882,4443,1087620,6212,1087620
882,4443,1088620,6212,1088620
882,4443,1089620,6212,1089620
882,4443,1090620,6212,1090620
882,4443,1091430,6212,1091430
882,4443,1092240,6212,1092240
882,4443,1093240,6212,1093240
882,4443,1094240,6212,1094240
882,4443,1095050,6212,1095050
883,4445,1096050,6212,1096050
883,4445,1096860,6212,1096860
883,4445,1097670,6212,1097670
884,4453,1098670,6212,1098670
885,4455,1098670,6212,1098670
885,4455,1099320,6212,1099320
885,4455,1099790,6212,1099790
885,4455,1100790,6212,1100790
885,4455,1101790,6212,1101790
885,4455,1102440,6212,1102440
886,4463,1103440,6212,1103440
887,4465,1103440,6212,1103440
888,4473,1103910,6212,1103910
889,4481,1104380,6212,1104380
890,4489,1104700,6212,1104700
891,4491,1105700,6212,1105700
891,4491,1105930,6212,1105930
892,4499,1106740,6212,1106740
892,4499,1107740,6212,1107740
892,4499,1108210,6212,1108210
892,4499,1108760,6212,1108760
892,4499,1108760,6212,1108760
893,4501,1109760,6212,1109760
893,4501,1110760,6212,1110760
893,4501,1111110,6212,1111110
894,4503,1111430,6212,1111430
895,4511,1111750,6212,1111750
895,4511,1112300,6212,1112300
895,4511,1113300,6212,1113300
895,4511,1113950,6212,1113950
896,4513,1114950,6212,1114950
896,4513,1115500,6212,1115500
896,4513,1116500,6212,1116500
896,4513,1116720,6212,1116720
897,4515,1117720,6212,1117720
898,4523,1118720,6212,1118720
899,4531,1119720,6212,1119720
899,4531,1120370,6212,1120370
900,4533,1120690,6212,1120690
900,4533,1121690,6212,1121690
900,4533,1122020,6212,1122020
901,4535,1122830,6212,1122830
901,4535,1123830,6212,1123830
902,4543,1124300,6212,1124300
903,4544,1124890,6212,1124890
904,4552,1125260,6212,1125260
905,4560,1126260,6212,1126260
905,4560,1126730,6212,1126730
905,4560,1127730,6212,1127730
906,4562,1128540,6212,1128540
906,4562,1129010,6212,1129010
907,4570,1133010,6212,1133010
907,4570,1133480,6212,1133480
908,4578,1135480,6212,1135480
908,4578,1136290,6212,1136290
908,4578,1137100,6212,1137100
908,4578,1138100,6212,1138100
909,4586,1138100,6212,1138100
910,4594,1138100,6212,1138100
911,4596,1139100,6212,1139100
911,4596,1139910,6212,1139910
911,4596,1140910,6212,1140910
911,4596,1141380,6212,1141380
911,4596,1141700,6212,1141700
911,4596,1142700,6212,1142700
911,4596,1143700,6212,1143700
911,4596,1144700,6212,1144700
911,4596,1145510,6212,1145510
911,4596,1146100,6212,1146100
912,4598,1147100,6212,1147100
912,4598,1147910,6212,1147910
913,4600,1147910,6212,1147910
913,4600,1148910,6212,1148910
914,4608,1148910,6212,1148910
915,4616,1149910,6212,1149910
915,4616,1150910,6212,1150910
916,4618,1151230,6212,1151230
917,4620,1151600,6212,1151600
917,4620,1152600,6212,1152600
918,4622,1153150,6212,1153150
919,4630,1154150,6212,1154150
919,4630,1155150,6212,1155150
919,4630,1155150,6212,1155150
919,4630,1155960,6212,1155960
919,4630,1156960,6212,1156960
920,4632,1157610,6212,1157610
920,4632,1158610,6212,1158610
920,4632,1159610,6212,1159610
920,4632,1160610,6212,1160610
921,4640,1161610,6212,1161610
922,4642,1162420,6212,1162420
922,4642,1162420,6212,1162420
922,4642,1163420,6212,1163420
922,4642,1164230,6212,1164230
922,4642,1164550,6212,1164550
923,4650,1165020,6212,1165020
923,4650,1165830,6212,1165830
923,4650,1166830,6212,1166830
923,4650,1167300,6212,1167300
923,4650,1168110,6212,1168110
923,4650,1168430,6212,1168430
924,4658,1169240,6212,1169240
925,4666,1170240,6212,1170240
926,4674,1171050,6212,1171050
926,4674,1171700,6212,1171700
927,4682,1172700,6212,1172700
927,4682,1173250,6212,1173250
927,4682,1174250,6212,1174250
927,4682,1175250,6212,1175250
928,4690,1176250,6212,1176250
928,4690,1177250,6212,1177250
928,4690,1177250,6212,1177250
929,4692,1178250,6212,1178250
929,4692,1179060,6212,1179060
930,4700,1179380,6212,1179380
930,4700,1179700,6212,1179700
930,4700,1181700,6212,1181700
930,4700,1182700,6212,1182700
930,4700,1183700,6212,1183700
930,4700,1184020,6212,1184020
931,4708,1185020,6212,1185020
931,4708,1185250,6212,1185250
931,4708,1185250,6212,1185250
931,4708,1186250,6212,1186250
