ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3ea7-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
571705.89,14.24,1.97,468699.63,11.67
571498.22,14.24,1.97,468447.66,11.67
571304.08,14.23,1.97,468327.62,11.67
571441.76,14.24,1.97,469498.88,11.7
571217.48,14.24,1.97,469382.25,11.7
571486.24,14.25,1.98,469430.22,11.7
571104.64,14.24,1.97,468993.4,11.69
571362.5,14.25,1.98,468609.74,11.68
571178.76,14.25,1.98,469021.77,11.7
570995.02,14.24,1.98,468695.78,11.69
571071.87,14.25,1.98,468533.38,11.69
570864.2,14.25,1.98,468365.27,11.69
570482.6,14.24,1.97,468656.99,11.7
570733.15,14.25,1.98,468673.07,11.7
570697.68,14.25,1.98,468823.28,11.71
570966.44,14.26,1.99,468793.54,11.71
570782.7,14.26,1.99,468378.42,11.7
570782.7,14.26,1.99,468366.53,11.7
570598.96,14.26,1.99,468854.56,11.72
570440.3,14.26,1.99,468594.67,11.71
570303.25,14.26,1.99,468277.67,11.71
570284.4,14.26,1.99,468186.16,11.71
570103.1,14.26,1.99,468477.97,11.72
569869.07,14.26,1.99,468184.7,11.71
570137.82,14.27,2.0,468289.93,11.72
569954.08,14.27,2.0,467960.68,11.71
568936.66,14.27,2.0,467149.28,11.72
568936.66,14.27,2.0,467166.18,11.72
568752.92,14.27,2.0,466884.25,11.71
568371.32,14.26,2.0,466692.37,11.71
568212.66,14.26,1.99,467215.58,11.72
568264.42,14.26,2.0,466994.15,11.72
567865.7,14.26,2.0,466558.99,11.72
567641.43,14.26,1.99,466575.7,11.72
567726.44,14.27,2.0,466325.25,11.72
568015.67,14.28,2.01,466136.81,11.72
567825.66,14.28,2.01,466683.37,11.73
566844.47,14.28,2.02,465944.09,11.74
566896.23,14.28,2.02,465895.26,11.74
566877.37,14.29,2.02,465898.88,11.74
566686.32,14.29,2.02,465333.49,11.73
566686.32,14.29,2.02,465333.49,11.73
566686.32,14.29,2.02,465333.49,11.73
566485.93,14.28,2.02,465889.52,11.75
566754.68,14.29,2.03,465847.26,11.75
566608.57,14.29,2.03,465482.3,11.74
566418.56,14.29,2.03,466088.27,11.76
566678.49,14.3,2.04,466313.07,11.77
566886.21,14.31,2.04,466020.52,11.76
565868.78,14.31,2.05,465209.11,11.77
565757.05,14.31,2.05,466173.07,11.79
565757.05,14.31,2.05,466173.07,11.79
566353.97,14.33,2.07,466196.71,11.8
566622.73,14.34,2.08,466449.36,11.81
566438.99,14.34,2.07,466012.48,11.8
566728.21,14.35,2.08,465757.83,11.79
566255.32,14.34,2.07,465257.83,11.78
566254.12,14.34,2.08,465798.39,11.8
566117.07,14.34,2.08,465683.15,11.8
565909.41,14.34,2.08,465124.36,11.79
565775.14,14.34,2.08,465907.91,11.81
565775.14,14.34,2.08,465907.91,11.81
565544.55,14.34,2.07,465553.8,11.8
566254.91,14.36,2.09,465656.52,11.81
566259.98,14.36,2.1,465354.79,11.8
566051.24,14.36,2.09,465133.99,11.8
565867.5,14.36,2.09,464871.03,11.79
565683.76,14.36,2.09,465338.28,11.81
565571.8,14.36,2.09,465078.58,11.81
565552.94,14.36,2.09,464792.74,11.8
564571.76,14.36,2.1,464053.45,11.81
564380.7,14.36,2.1,464648.02,11.82
564380.7,14.36,2.1,464648.02,11.82
563363.28,14.37,2.1,463836.61,11.83
562981.67,14.36,2.09,463432.42,11.82
562757.4,14.36,2.09,463409.89,11.82
563354.9,14.37,2.11,463751.46,11.83
563171.16,14.37,2.11,463416.79,11.83
562987.42,14.37,2.11,463102.96,11.82
562992.49,14.37,2.11,462875.84,11.82
562880.52,14.37,2.11,463437.12,11.84
562880.52,14.37,2.11,463437.12,11.84
562672.86,14.37,2.11,463101.69,11.83
562481.8,14.37,2.11,462806.86,11.83
562699.13,14.38,2.11,463592.25,11.85
562699.13,14.38,2.11,463592.25,11.85
562967.89,14.39,2.12,463607.79,11.85
563112.89,14.4,2.13,463168.77,11.84
562095.47,14.4,2.13,462357.37,11.84
561703.86,14.39,2.13,461936.73,11.83
561961.73,14.4,2.13,461955.0,11.84
561803.07,14.4,2.13,462555.72,11.86
561043.03,14.39,2.13,462203.74,11.86
560850.14,14.39,2.13,461959.04,11.85
561307.71,14.4,2.14,462109.15,11.86
561307.71,14.4,2.14,462109.15,11.86
561307.71,14.4,2.14,462109.15,11.86
561123.97,14.4,2.14,461793.03,11.85
560940.23,14.4,2.14,462029.5,11.86
560558.62,14.39,2.13,461766.19,11.86
560374.88,14.39,2.13,461436.76,11.85
560704.52,14.4,2.14,461207.33,11.85
560685.67,14.41,2.14,461662.77,11.86
560823.35,14.41,2.15,461634.65,11.86
560787.89,14.41,2.15,461914.65,11.87
561056.64,14.42,2.16,461872.39,11.87
560872.9,14.42,2.16,461469.8,11.87
560872.9,14.42,2.16,461469.8,11.87
561017.9,14.43,2.17,462023.11,11.88
560859.25,14.43,2.16,461743.32,11.88
560722.2,14.43,2.17,461604.02,11.88
560525.22,14.43,2.16,461394.75,11.88
560525.22,14.43,2.16,461394.75,11.88
560525.22,14.43,2.16,461394.75,11.88
560525.22,14.43,2.16,461394.75,11.88
560743.79,14.44,2.17,462071.27,11.9
559726.37,14.44,2.17,461259.86,11.9
559527.63,14.44,2.17,461096.56,11.9
559527.63,14.44,2.17,461096.56,11.9
559303.36,14.43,2.17,460835.62,11.89
559760.92,14.45,2.18,460985.74,11.9
559765.99,14.45,2.19,460704.14,11.89
559582.25,14.45,2.19,460352.89,11.89
559398.51,14.45,2.18,460796.78,11.9
559286.55,14.45,2.19,460597.34,11.9
559078.88,14.45,2.18,460226.56,11.89
558887.82,14.45,2.18,460619.43,11.91
558852.36,14.45,2.18,460573.54,11.91
558937.38,14.46,2.19,460371.3,11.91
558647.06,14.45,2.19,460197.02,11.91
558463.32,14.45,2.19,459893.32,11.9
558468.39,14.45,2.19,460300.8,11.91
558356.43,14.46,2.19,460071.61,11.91
558148.76,14.45,2.19,459774.05,11.91
557767.16,14.45,2.18,459692.95,11.91
557914.6,14.45,2.19,460269.62,11.92
558113.84,14.46,2.19,460479.08,11.93
558382.6,14.47,2.21,460494.63,11.93
558198.86,14.47,2.2,460704.5,11.94
557901.31,14.46,2.2,460401.46,11.93
557901.31,14.46,2.2,460401.46,11.93
557901.31,14.46,2.2,460401.46,11.93
557748.93,14.46,2.2,459818.33,11.92
557365.66,14.45,2.19,459387.5,11.91
557256.85,14.45,2.19,459277.52,11.91
557066.84,14.45,2.19,459224.9,11.91
556929.79,14.45,2.19,459343.23,11.92
556732.8,14.45,2.18,459071.9,11.91
556570.44,14.45,2.18,459193.17,11.92
556495.6,14.45,2.19,459000.47,11.92
556764.35,14.46,2.2,458895.34,11.92
556764.35,14.46,2.2,458895.34,11.92
557022.22,14.47,2.2,458587.99,11.91
556838.48,14.47,2.2,459183.89,11.93
556442.99,14.46,2.19,458766.55,11.92
556284.34,14.46,2.19,458295.78,11.91
556147.29,14.46,2.19,458079.46,11.91
556128.43,14.46,2.2,458028.59,11.91
555947.13,14.46,2.2,458650.64,11.93
554929.71,14.46,2.2,457839.24,11.93
554929.71,14.46,2.2,457839.24,11.93
555198.47,14.48,2.21,457838.66,11.94
555052.36,14.48,2.21,457432.02,11.93
554842.21,14.47,2.21,457169.99,11.93
554652.2,14.47,2.21,457817.32,11.95
554651.0,14.48,2.21,457432.47,11.94
554306.28,14.47,2.21,457310.37,11.94
554048.9,14.48,2.22,456901.73,11.94
553857.85,14.48,2.22,456530.31,11.94
553633.57,14.48,2.21,456545.33,11.94
553983.43,14.49,2.23,458023.49,11.98
553726.05,14.5,2.23,457614.85,11.98
553692.09,14.5,2.24,456909.69,11.97
554041.95,14.51,2.25,458387.86,12.01
554007.99,14.51,2.25,457682.7,11.99
554093.01,14.52,2.26,457480.46,11.99
553884.27,14.52,2.25,457265.08,11.99
553891.19,14.52,2.26,456670.93,11.97
553707.45,14.52,2.26,456367.22,11.97
553707.45,14.52,2.26,456367.22,11.97
553956.99,14.53,2.26,456857.21,11.98
553598.8,14.52,2.26,456605.47,11.98
553315.47,14.52,2.25,456328.95,11.97
553240.63,14.52,2.25,456593.47,11.98
552911.89,14.51,2.24,456261.84,11.97
552774.84,14.51,2.25,455983.01,11.97
552755.98,14.51,2.25,456289.02,11.98
552574.1,14.51,2.25,455413.7,11.96
552383.04,14.51,2.25,455226.59,11.96
552158.77,14.51,2.24,455081.1,11.96
552427.53,14.52,2.25,455065.14,11.96
552685.39,14.53,2.26,454678.11,11.95
552830.39,14.53,2.27,455266.67,11.97
553000.48,14.54,2.28,454959.75,11.96
552801.74,14.54,2.27,454698.14,11.96
552538.09,14.53,2.27,455049.26,11.97
552401.04,14.53,2.27,454718.83,11.96
552019.44,14.53,2.26,455367.33,11.98
551841.97,14.52,2.26,455297.94,11.98
551559.51,14.53,2.27,454789.77,11.98
551859.18,14.54,2.28,454399.74,11.97
551686.5,14.54,2.28,455141.04,12.0
551763.34,14.55,2.28,455109.01,12.0
551555.68,14.54,2.28,455328.1,12.01
551364.62,14.54,2.28,454968.21,12.0
551581.95,14.55,2.29,455469.01,12.02
552039.52,14.57,2.3,455619.12,12.02
551855.78,14.57,2.3,455248.14,12.02
550838.36,14.57,2.3,454436.73,12.02
550654.62,14.57,2.3,454163.27,12.02
550470.88,14.57,2.3,454524.01,12.03
550358.92,14.57,2.3,454270.74,12.02
550151.25,14.57,2.3,454299.57,12.03
549769.64,14.56,2.29,453894.56,12.02
549961.54,14.57,2.3,453603.79,12.01
549737.27,14.56,2.3,454007.44,12.03
549737.27,14.56,2.3,454038.82,12.03
550006.02,14.57,2.31,453933.69,12.03
549822.28,14.57,2.31,453593.96,12.02
549669.9,14.57,2.31,454173.86,12.04
549669.9,14.57,2.31,454173.86,12.04
549479.89,14.57,2.31,453772.43,12.03
549281.15,14.57,2.3,453623.49,12.03
549023.78,14.58,2.31,453214.85,12.03
548886.73,14.58,2.31,452932.88,12.03
548689.75,14.58,2.31,453340.42,12.04
548880.71,14.58,2.32,452874.37,12.03
548646.68,14.58,2.32,453059.27,12.04
548509.63,14.58,2.32,452911.55,12.04
547492.21,14.58,2.32,452100.15,12.04
547373.98,14.59,2.32,452869.23,12.07
547642.73,14.6,2.33,452839.5,12.07
546625.31,14.6,2.34,452028.09,12.07
546883.18,14.61,2.34,451645.35,12.06
546699.44,14.61,2.34,452210.09,12.08
546892.03,14.62,2.35,451539.02,12.07
546733.38,14.62,2.35,451259.52,12.06
546596.33,14.62,2.35,451172.54,12.06
546399.35,14.61,2.35,451627.82,12.08
546236.98,14.61,2.35,451030.38,12.07
545946.66,14.61,2.34,450732.25,12.06
545706.9,14.6,2.34,450760.45,12.06
545975.66,14.62,2.35,450827.36,12.07
545312.48,14.61,2.35,450204.1,12.06
545312.48,14.61,2.35,450204.1,12.06
545186.88,14.61,2.35,450432.17,12.07
545307.96,14.62,2.35,450797.74,12.09
545558.5,14.63,2.36,450795.81,12.09
545643.52,14.64,2.37,450927.7,12.1
545643.52,14.64,2.37,450927.7,12.1
545344.78,14.63,2.37,450654.52,12.09
545344.78,14.63,2.37,450654.52,12.09
545120.51,14.63,2.36,450690.77,12.09
544738.9,14.62,2.36,450426.96,12.09
544738.9,14.62,2.36,450426.96,12.09
544343.41,14.61,2.35,450068.44,12.08
544191.03,14.61,2.35,449813.29,12.08
544001.02,14.61,2.35,449423.6,12.07
543863.97,14.61,2.35,449785.68,12.08
544097.91,14.62,2.35,449627.6,12.08
544095.66,14.62,2.36,449357.88,12.08
543871.39,14.62,2.36,449771.66,12.09
542853.97,14.62,2.36,448960.25,12.09
542561.01,14.62,2.35,448637.9,12.09
542829.77,14.63,2.36,448704.81,12.09
542646.03,14.63,2.36,448193.05,12.08
542462.29,14.63,2.36,448711.9,12.1
542303.64,14.63,2.36,448415.74,12.09
542303.64,14.63,2.36,448415.74,12.09
542166.59,14.63,2.36,448086.44,12.09
542147.73,14.63,2.36,448441.33,12.1
541130.31,14.63,2.37,447629.93,12.1
541130.31,14.63,2.37,447629.93,12.1
541130.31,14.63,2.37,447629.93,12.1
540112.89,14.64,2.37,446818.53,12.11
539931.59,14.64,2.37,446615.36,12.11
539549.98,14.63,2.36,446211.91,12.1
539549.98,14.63,2.36,446228.81,12.1
539549.98,14.63,2.36,446229.0,12.1
539504.76,14.63,2.37,446161.15,12.1
539773.52,14.64,2.38,446091.0,12.1
539589.78,14.64,2.38,445716.22,12.09
538572.36,14.64,2.38,444904.81,12.1
538419.98,14.64,2.38,445440.45,12.12
537402.55,14.65,2.38,444629.04,12.12
537212.54,14.65,2.38,444345.21,12.12
536840.94,14.64,2.37,444138.04,12.11
536547.98,14.63,2.37,443838.6,12.1
536410.93,14.63,2.37,443496.54,12.1
536112.2,14.63,2.36,443195.4,12.09
536112.2,14.63,2.36,443195.4,12.09
535723.23,14.62,2.36,443246.52,12.1
535430.28,14.62,2.35,442943.62,12.09
535688.33,14.63,2.36,443106.89,12.1
535957.08,14.64,2.37,443001.76,12.1
535957.08,14.64,2.37,443001.76,12.1
535625.0,14.63,2.36,442669.68,12.09
535441.26,14.63,2.36,442329.95,12.08
535441.26,14.63,2.36,442329.95,12.08
535446.33,14.63,2.37,442798.46,12.1
535446.33,14.63,2.37,442778.16,12.1
535262.59,14.63,2.37,442475.46,12.09
535150.63,14.63,2.37,442217.75,12.09
534844.14,14.62,2.36,441893.52,12.08
534636.47,14.62,2.36,442085.38,12.09
533619.05,14.63,2.36,441273.98,12.1
533619.05,14.63,2.36,441273.98,12.1
533619.05,14.63,2.36,441297.26,12.1
533616.8,14.63,2.37,441273.23,12.1
533616.8,14.63,2.37,441273.23,12.1
533392.53,14.63,2.36,441161.76,12.1
533850.09,14.64,2.38,441311.87,12.11
533666.35,14.64,2.38,440840.03,12.1
533666.35,14.64,2.38,440840.03,12.1
533671.42,14.65,2.38,441248.53,12.11
533954.37,14.66,2.39,441008.14,12.1
532936.95,14.66,2.4,440196.74,12.11
532799.9,14.66,2.4,439871.37,12.1
532781.05,14.66,2.4,440565.5,12.13
532589.99,14.66,2.4,440446.2,12.13
532365.71,14.66,2.39,440369.76,12.13
532823.28,14.68,2.41,440519.88,12.13
532823.28,14.68,2.41,440519.88,12.13
531805.86,14.68,2.41,439708.47,12.14
530788.44,14.68,2.42,438897.07,12.14
530420.96,14.68,2.42,438252.62,12.13
530237.22,14.68,2.42,438636.07,12.14
530125.25,14.68,2.42,438351.57,12.14
529107.83,14.69,2.42,437540.17,12.14
528900.17,14.68,2.42,437593.65,12.15
528709.11,14.68,2.42,437344.96,12.15
528484.84,14.68,2.42,437311.03,12.15
528484.84,14.68,2.42,437311.03,12.15
528753.59,14.69,2.43,437377.94,12.15
528753.59,14.69,2.43,437377.94,12.15
528758.66,14.7,2.43,437100.43,12.15
528574.92,14.7,2.43,436816.69,12.14
528342.0,14.69,2.43,436764.85,12.14
528183.35,14.69,2.42,437194.47,12.16
527165.93,14.69,2.43,436383.07,12.16
527028.88,14.69,2.43,436150.47,12.16
526921.26,14.69,2.43,436041.47,12.16
526713.59,14.69,2.43,435787.34,12.15
526973.9,14.7,2.43,436358.69,12.17
526973.9,14.7,2.43,436358.69,12.17
526807.28,14.7,2.43,436216.53,12.17
527517.64,14.72,2.45,436322.1,12.17
527333.9,14.72,2.45,435804.06,12.16
527073.69,14.71,2.45,435542.7,12.16
526889.95,14.71,2.45,436097.37,12.18
526731.3,14.71,2.45,435604.51,12.17
526594.25,14.71,2.45,435443.88,12.17
526386.59,14.71,2.45,435849.95,12.18
526195.53,14.71,2.44,435487.93,12.17
525971.25,14.71,2.44,435538.22,12.18
526240.01,14.72,2.45,435469.55,12.18
526056.27,14.72,2.45,435093.37,12.17
526056.27,14.72,2.45,435093.37,12.17
525903.89,14.72,2.45,435734.21,12.19
525646.52,14.73,2.46,435325.58,12.2
525456.5,14.73,2.46,435061.94,12.19
525456.5,14.73,2.46,435076.75,12.19
525456.5,14.73,2.46,435076.75,12.19
525702.41,14.74,2.47,434622.9,12.18
525524.94,14.73,2.47,435544.32,12.21
525433.18,14.74,2.47,436891.49,12.25
525630.4,14.75,2.48,436624.88,12.25
525899.15,14.76,2.49,436691.79,12.25
525283.46,14.74,2.48,436157.06,12.24
525283.46,14.74,2.48,436157.06,12.24
525099.72,14.74,2.48,435799.67,12.24
524947.34,14.74,2.48,436195.76,12.25
524757.33,14.74,2.48,435581.84,12.24
524636.31,14.74,2.48,435667.62,12.24
523618.89,14.75,2.48,434856.22,12.25
523594.69,14.75,2.48,435294.63,12.26
523483.07,14.75,2.49,434994.18,12.26
523699.86,14.76,2.49,435187.35,12.26
524410.22,14.78,2.52,435292.92,12.27
524410.22,14.78,2.52,435292.92,12.27
524435.5,14.78,2.52,434631.42,12.25
524328.89,14.78,2.52,434536.41,12.25
524145.15,14.78,2.52,434201.03,12.24
523954.79,14.78,2.52,433683.59,12.23
523802.41,14.78,2.52,434146.58,12.25
523612.39,14.78,2.51,433633.97,12.24
523486.8,14.78,2.51,433432.42,12.24
522469.38,14.78,2.52,432621.02,12.24
522348.36,14.78,2.52,432622.85,12.24
522343.67,14.79,2.52,432452.97,12.24
521898.14,14.78,2.52,432736.46,12.26
522166.9,14.79,2.53,432594.76,12.26
522171.97,14.8,2.53,432911.67,12.27
522177.04,14.8,2.54,432633.21,12.26
521993.3,14.8,2.54,432348.76,12.26
520975.87,14.81,2.54,431537.35,12.26
519958.45,14.81,2.55,430725.95,12.27
520035.3,14.82,2.55,430605.76,12.27
519827.63,14.81,2.55,430983.19,12.28
519678.4,14.81,2.55,430881.11,12.28
519487.34,14.81,2.55,430745.21,12.28
519263.07,14.81,2.54,430696.68,12.28
519531.82,14.82,2.55,430744.65,12.29
519373.14,14.82,2.55,430585.97,12.28
519378.21,14.82,2.55,430317.13,12.28
519378.21,14.82,2.55,430317.13,12.28
518996.6,14.81,2.55,429918.14,12.27
519001.67,14.81,2.55,429656.28,12.26
518817.93,14.81,2.55,430060.71,12.28
518705.97,14.81,2.55,429676.15,12.27
518498.3,14.81,2.55,429529.95,12.27
518748.85,14.82,2.56,430155.98,12.29
518524.58,14.82,2.55,430075.08,12.29
518793.34,14.83,2.57,430180.32,12.3
518609.6,14.83,2.57,429838.1,12.29
518614.66,14.83,2.57,429580.75,12.29
518456.01,14.83,2.57,430001.91,12.3
518456.01,14.83,2.57,430001.91,12.3
518456.01,14.83,2.57,430001.91,12.3
518318.96,14.83,2.57,429831.5,12.3
518169.73,14.83,2.57,429750.73,12.3
518169.73,14.83,2.57,429750.73,12.3
518290.8,14.84,2.57,430008.16,12.31
518109.5,14.84,2.57,429822.95,12.31
517878.4,14.83,2.57,429708.92,12.31
518147.15,14.85,2.58,429756.89,12.31
517963.41,14.84,2.58,429441.67,12.31
517804.61,14.84,2.58,429282.86,12.3
517620.87,14.84,2.57,429551.87,12.31
517437.13,14.84,2.57,429209.83,12.31
517117.5,14.84,2.57,429159.18,12.31
517255.18,14.84,2.58,429042.43,12.31
517030.91,14.84,2.58,429067.61,12.32
516872.1,14.84,2.57,428908.61,12.31
517140.85,14.85,2.59,428975.52,12.32
517377.43,14.86,2.59,428491.25,12.31
517193.69,14.86,2.59,429001.12,12.32
517035.04,14.86,2.59,428719.03,12.32
517226.73,14.87,2.6,428432.11,12.31
517019.06,14.86,2.6,429220.2,12.34
517016.81,14.87,2.6,429085.29,12.34
517234.14,14.88,2.61,429228.47,12.35
516852.54,14.87,2.6,429126.09,12.34
516552.06,14.86,2.6,428820.08,12.34
516253.32,14.85,2.59,428521.18,12.33
516522.08,14.87,2.6,428626.41,12.34
516758.65,14.87,2.61,428103.82,12.32
516574.91,14.87,2.61,428578.69,12.34
516416.26,14.87,2.61,428078.24,12.33
515398.84,14.88,2.61,427266.84,12.33
515590.53,14.89,2.62,427252.35,12.34
515571.67,14.89,2.62,427152.57,12.34
515571.67,14.89,2.62,427152.57,12.34
515380.62,14.89,2.62,428020.48,12.36
515380.62,14.89,2.62,428020.48,12.36
515156.34,14.89,2.62,427791.6,12.36
514873.88,14.89,2.63,427407.99,12.36
514583.57,14.89,2.62,427166.58,12.36
513566.14,14.89,2.63,426355.18,12.36
513454.18,14.89,2.63,426182.44,12.36
513688.12,14.9,2.64,426563.7,12.38
513497.06,14.9,2.64,426230.85,12.37
513582.08,14.91,2.65,425980.41,12.37
513239.69,14.91,2.65,426194.42,12.38
513015.41,14.91,2.64,426349.23,12.39
513015.41,14.91,2.64,426349.23,12.39
512255.37,14.9,2.64,425574.26,12.38
512524.13,14.92,2.65,425558.31,12.39
512529.19,14.92,2.66,425231.59,12.38
512728.41,14.93,2.66,425655.02,12.39
511710.98,14.93,2.67,424843.62,12.4
511329.38,14.92,2.66,424445.33,12.39
511587.25,14.93,2.67,424199.33,12.38
511804.02,14.94,2.68,423934.05,12.38
511581.65,14.94,2.67,423713.06,12.37
511373.99,14.94,2.67,424356.0,12.39
511371.74,14.94,2.67,424434.89,12.4
511147.46,14.94,2.67,424575.08,12.41
511416.22,14.95,2.68,424559.12,12.41
511211.25,14.94,2.68,424303.0,12.4
511027.51,14.94,2.68,423923.67,12.4
510843.77,14.94,2.68,424361.16,12.41
510685.11,14.94,2.68,424059.19,12.41
510736.87,14.95,2.68,423868.52,12.41
510529.21,14.95,2.68,424073.11,12.41
510338.15,14.94,2.68,423639.2,12.41
510145.26,14.94,2.68,423466.44,12.4
509920.99,14.94,2.67,423522.94,12.41
510189.75,14.95,2.69,423589.85,12.41
510194.82,14.95,2.69,423312.34,12.41
510011.08,14.95,2.69,423028.6,12.4
509668.12,14.94,2.68,422979.5,12.4
509459.38,14.94,2.67,422766.67,12.4
508764.96,14.94,2.67,422852.53,12.41
508540.68,14.93,2.67,422615.11,12.41
508809.44,14.95,2.68,422585.38,12.41
508809.44,14.95,2.68,422585.38,12.41
508625.7,14.95,2.68,422170.26,12.4
508473.32,14.95,2.68,422685.89,12.42
508283.31,14.94,2.68,422354.75,12.42
507984.57,14.94,2.67,421926.01,12.41
507847.52,14.94,2.67,421634.55,12.4
507828.66,14.94,2.68,421972.29,12.41
507637.61,14.94,2.67,421758.8,12.41
507413.33,14.94,2.67,421551.62,12.41
507682.09,14.95,2.68,421567.17,12.41
507498.35,14.95,2.68,421708.03,12.42
507314.61,14.95,2.68,421358.79,12.41
507314.61,14.95,2.68,421358.79,12.41
507314.61,14.95,2.68,421358.79,12.41
506943.0,14.94,2.67,421112.12,12.41
506943.0,14.94,2.67,421112.12,12.41
506784.35,14.94,2.67,420800.44,12.4
507097.24,14.95,2.68,421329.89,12.42
507078.38,14.95,2.69,421020.7,12.41
506887.32,14.95,2.69,420814.36,12.41
506663.05,14.95,2.68,421149.75,12.43
506515.23,14.95,2.68,420948.83,12.42
506293.11,14.94,2.67,420761.85,12.42
507003.48,14.96,2.7,420864.58,12.42
506819.74,14.96,2.7,420517.23,12.41
506636.0,14.96,2.7,420288.29,12.41
506477.34,14.96,2.7,420836.86,12.43
506529.1,14.97,2.7,420558.42,12.43
506321.44,14.96,2.7,420227.52,12.42
506130.38,14.96,2.7,420125.25,12.42
505906.1,14.96,2.7,420583.44,12.44
506174.86,14.97,2.71,420514.76,12.44
505807.38,14.97,2.71,420629.82,12.45
505425.78,14.96,2.7,420223.02,12.44
505267.12,14.96,2.7,419906.28,12.43
505318.88,14.97,2.7,419664.95,12.43
505300.03,14.97,2.7,419981.41,12.44
505300.03,14.97,2.7,419981.41,12.44
505300.03,14.97,2.7,419981.41,12.44
505550.57,14.98,2.71,419968.44,12.44
505391.77,14.97,2.71,419809.64,12.44
505167.49,14.97,2.71,419883.7,12.44
504150.07,14.98,2.71,419072.29,12.45
504418.83,14.99,2.73,419120.26,12.46
503401.41,15.0,2.73,418308.85,12.46
503217.67,14.99,2.73,417885.6,12.45
503416.88,15.0,2.74,418270.81,12.47
503123.93,15.0,2.73,418008.07,12.46
503123.93,15.0,2.73,418008.07,12.46
502106.5,15.0,2.74,417196.66,12.46
501967.01,15.0,2.73,417199.67,12.47
500949.59,15.0,2.74,416388.26,12.47
500954.66,15.01,2.74,416155.33,12.47
501031.51,15.01,2.75,416124.69,12.47
500632.78,15.01,2.75,416446.58,12.49
500841.78,15.02,2.75,416709.36,12.5
501110.54,15.03,2.77,416708.78,12.5
500926.8,15.03,2.77,416264.51,12.49
500926.8,15.03,2.77,416264.51,12.49
500543.53,15.02,2.76,415837.79,12.48
500579.95,15.03,2.76,416410.72,12.5
500578.75,15.03,2.76,416142.06,12.49
500883.31,15.04,2.78,415901.01,12.49
499865.89,15.05,2.78,415089.6,12.49
499658.22,15.04,2.78,414907.23,12.49
499548.22,15.04,2.78,414797.23,12.49
499196.81,15.03,2.77,415616.19,12.52
499014.93,15.03,2.77,414946.25,12.5
498940.09,15.03,2.77,415135.57,12.51
499537.59,15.05,2.79,415173.55,12.51
499315.47,15.05,2.78,414909.46,12.51
499573.34,15.06,2.79,414480.39,12.49
499573.34,15.06,2.79,414480.39,12.49
499389.6,15.06,2.79,414538.27,12.5
499389.6,15.06,2.79,414538.27,12.5
499559.69,15.07,2.8,414766.82,12.51
499611.44,15.07,2.81,414522.92,12.5
499611.44,15.07,2.81,414522.92,12.5
499403.78,15.07,2.81,414350.84,12.5
499212.72,15.07,2.8,415464.61,12.54
498910.44,15.06,2.8,415214.74,12.53
498606.84,15.06,2.79,414931.96,12.53
499204.34,15.08,2.81,414969.94,12.53
499020.6,15.08,2.81,414508.49,12.52
499020.6,15.08,2.81,414508.49,12.52
498836.86,15.08,2.81,414464.09,12.53
498678.21,15.08,2.81,414951.06,12.54
498729.97,15.08,2.82,414702.37,12.54
498522.3,15.08,2.81,414457.15,12.54
498341.0,15.08,2.81,414911.43,12.55
498341.0,15.08,2.81,414911.43,12.55
498341.0,15.08,2.81,414911.43,12.55
498106.97,15.08,2.81,414616.15,12.55
498375.73,15.09,2.82,414683.06,12.55
498191.99,15.09,2.82,414171.3,12.54
498008.25,15.09,2.82,414656.94,12.56
497831.96,15.08,2.82,414515.06,12.56
497673.31,15.08,2.82,414214.51,12.55
497536.26,15.08,2.82,413917.92,12.55
497800.39,15.09,2.83,414868.68,12.58
497998.84,15.1,2.84,414843.76,12.58
497998.84,15.1,2.84,414843.76,12.58
496981.42,15.11,2.84,414032.36,12.59
497250.18,15.12,2.86,413927.23,12.59
497040.32,15.12,2.85,413702.71,12.58
496324.6,15.1,2.84,412906.33,12.56
495343.41,15.11,2.84,412167.04,12.57
495695.93,15.12,2.85,411868.86,12.56
495497.8,15.11,2.85,412501.0,12.58
495502.87,15.12,2.85,412196.62,12.58
495672.96,15.13,2.86,411866.79,12.57
495535.91,15.13,2.86,412324.54,12.59
495327.78,15.12,2.86,412278.26,12.59
495327.78,15.12,2.86,412278.26,12.59
495029.04,15.11,2.85,412001.28,12.58
494820.3,15.11,2.84,411650.5,12.57
494612.63,15.11,2.84,411391.24,12.57
494872.94,15.12,2.85,412274.47,12.59
494872.94,15.12,2.85,412274.47,12.59
494662.79,15.12,2.85,412084.26,12.59
