ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_eae0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
899702.51,15.17,1.6,285284.47,4.81
899490.51,15.16,1.6,285094.46,4.81
899542.04,15.17,1.6,285152.06,4.81
899593.57,15.17,1.6,285270.53,4.81
899645.1,15.17,1.6,285329.57,4.81
899696.63,15.17,1.61,285448.05,4.81
899866.03,15.18,1.61,285429.32,4.81
899773.74,15.18,1.61,285497.95,4.82
899773.74,15.18,1.61,285497.95,4.82
899616.1,15.17,1.61,285363.36,4.81
899458.91,15.17,1.61,285209.57,4.81
899628.3,15.18,1.61,285120.05,4.81
899530.14,15.18,1.61,285037.05,4.81
899581.67,15.18,1.61,285426.49,4.82
899983.11,15.19,1.62,285484.65,4.82
899770.34,15.18,1.62,285327.07,4.81
899731.98,15.19,1.62,284944.68,4.81
899497.58,15.18,1.62,284737.16,4.81
899549.11,15.19,1.62,284855.64,4.81
899600.64,15.19,1.62,284914.68,4.81
899770.03,15.19,1.63,284825.16,4.81
899770.03,15.19,1.63,284825.16,4.81
899821.56,15.19,1.63,285014.42,4.81
899814.72,15.2,1.63,285214.63,4.82
899866.25,15.2,1.63,285333.11,4.82
899866.25,15.2,1.63,285333.11,4.82
899917.78,15.2,1.63,285392.15,4.82
899969.31,15.2,1.64,285510.63,4.82
900020.84,15.21,1.64,285569.67,4.83
900251.7,15.21,1.65,285657.84,4.83
900412.02,15.22,1.65,285811.48,4.83
900176.04,15.21,1.65,285829.27,4.83
900176.04,15.21,1.65,285828.68,4.83
900176.04,15.21,1.65,285828.68,4.83
900330.3,15.22,1.65,285920.65,4.83
900330.3,15.22,1.65,287442.59,4.86
900330.3,15.22,1.65,288443.63,4.88
900381.83,15.22,1.65,288553.2,4.88
900580.11,15.23,1.66,288627.51,4.88
900530.11,15.22,1.66,288577.51,4.88
900241.9,15.22,1.65,288298.0,4.87
900005.38,15.22,1.65,288055.87,4.87
900056.91,15.22,1.65,288216.34,4.87
900108.44,15.22,1.66,288334.81,4.88
900159.97,15.23,1.66,288393.85,4.88
900109.97,15.23,1.66,288343.85,4.88
899952.77,15.22,1.66,288216.95,4.88
900107.04,15.23,1.66,288308.92,4.88
900261.3,15.23,1.67,288529.32,4.88
902801.9,15.28,1.71,291086.94,4.93
902853.43,15.28,1.71,291205.42,4.93
903007.7,15.28,1.72,291288.48,4.93
903059.23,15.29,1.72,291406.95,4.93
903219.54,15.29,1.72,291434.68,4.93
903219.54,15.29,1.72,291444.76,4.93
903271.07,15.29,1.73,291563.24,4.94
903322.6,15.3,1.73,291622.28,4.94
903374.13,15.3,1.73,291740.76,4.94
903374.13,15.3,1.73,291730.08,4.94
903425.66,15.3,1.74,291789.12,4.94
903425.66,15.3,1.74,293089.88,4.96
903189.68,15.3,1.73,293013.69,4.96
903195.3,15.3,1.73,293028.34,4.96
903246.83,15.3,1.74,293146.81,4.97
903407.14,15.31,1.74,293174.54,4.97
903407.14,15.31,1.74,293769.72,4.98
903407.14,15.31,1.74,295301.43,5.0
903147.22,15.3,1.74,295139.63,5.0
903198.75,15.3,1.74,295258.1,5.0
902962.77,15.3,1.74,295181.91,5.0
903123.08,15.31,1.74,295209.64,5.0
903174.61,15.31,1.74,294863.33,5.0
902938.63,15.31,1.74,294787.14,5.0
902990.16,15.31,1.74,294567.05,4.99
903041.69,15.31,1.75,294220.75,4.99
902747.75,15.31,1.74,294036.39,4.99
903059.29,15.31,1.75,294058.47,4.99
909907.19,15.43,1.86,298628.15,5.06
909907.19,15.43,1.86,298638.23,5.06
910073.09,15.43,1.87,298585.52,5.06
909813.16,15.43,1.87,298423.72,5.06
909655.97,15.43,1.86,298271.18,5.06
909707.5,15.43,1.87,298460.01,5.06
909475.93,15.43,1.86,298403.71,5.06
909475.93,15.43,1.86,298536.39,5.06
909318.74,15.43,1.86,298379.19,5.06
909370.27,15.43,1.86,298497.67,5.06
909110.34,15.43,1.86,298328.48,5.06
908850.41,15.42,1.86,298072.78,5.06
909010.73,15.43,1.86,298100.5,5.06
908776.33,15.42,1.86,297892.98,5.06
908930.6,15.43,1.86,297984.95,5.06
909084.86,15.43,1.87,298205.35,5.06
908995.78,15.43,1.87,298275.57,5.06
909047.31,15.43,1.87,297929.26,5.06
909098.84,15.44,1.87,297709.17,5.06
909329.7,15.44,1.88,297797.34,5.06
909381.23,15.45,1.88,297971.1,5.06
909228.78,15.44,1.88,297927.89,5.06
908968.85,15.44,1.87,297758.7,5.06
909681.76,15.45,1.89,298057.48,5.06
909847.66,15.46,1.89,298004.77,5.06
909677.74,15.46,1.89,297839.06,5.06
909413.5,15.45,1.89,297328.53,5.05
916328.2,15.57,2.0,305185.17,5.19
916096.63,15.57,2.0,305065.36,5.18
916148.16,15.57,2.0,305317.69,5.19
916199.69,15.57,2.01,305436.16,5.19
916251.22,15.58,2.01,305495.21,5.19
916302.75,15.58,2.01,305613.68,5.2
916354.28,15.58,2.02,305672.73,5.2
916405.81,15.59,2.02,305791.2,5.2
916566.13,15.59,2.02,305818.93,5.2
916566.13,15.59,2.02,305818.33,5.2
916330.15,15.59,2.02,305742.14,5.2
916490.47,15.59,2.03,305713.38,5.2
916276.4,15.59,2.02,305505.45,5.2
916276.4,15.59,2.02,305505.45,5.2
916268.95,15.59,2.02,305361.69,5.2
916268.95,15.59,2.02,305637.21,5.2
916438.34,15.59,2.03,306238.23,5.21
916438.34,15.59,2.03,306352.72,5.21
916346.05,15.59,2.03,306173.1,5.21
916500.78,15.6,2.03,306057.48,5.21
917124.73,15.61,2.04,306291.35,5.21
917837.63,15.62,2.06,306590.12,5.22
917573.4,15.62,2.05,306079.59,5.21
917624.93,15.62,2.06,306198.07,5.21
917624.93,15.62,2.06,306242.64,5.21
917785.25,15.63,2.06,306270.36,5.21
917549.27,15.62,2.06,306194.18,5.21
917703.53,15.63,2.06,306281.48,5.22
917443.6,15.62,2.06,306015.12,5.21
917603.92,15.63,2.06,306355.86,5.22
917655.45,15.63,2.06,306474.34,5.22
917419.47,15.63,2.06,306223.59,5.22
917579.79,15.63,2.07,306251.32,5.22
917343.81,15.63,2.06,306175.13,5.22
917343.81,15.63,2.06,306185.21,5.22
917343.81,15.63,2.06,306317.89,5.22
917504.13,15.63,2.07,306289.13,5.22
917702.4,15.64,2.07,306542.79,5.22
917753.93,15.64,2.08,306661.27,5.23
917517.95,15.64,2.07,306658.79,5.23
917569.48,15.64,2.08,306717.83,5.23
917621.01,15.64,2.08,306371.53,5.22
917672.54,15.65,2.08,306151.43,5.22
917424.01,15.64,2.08,305977.02,5.22
917622.29,15.65,2.08,305617.71,5.21
917673.82,15.65,2.09,305519.7,5.21
917517.22,15.65,2.08,305328.65,5.21
917677.53,15.65,2.09,305299.89,5.21
917729.06,15.66,2.09,305474.85,5.21
917780.59,15.66,2.09,305593.33,5.21
917934.86,15.66,2.1,305676.39,5.22
917778.26,15.66,2.1,305569.59,5.21
917829.79,15.67,2.1,305688.07,5.22
917829.79,15.67,2.1,311593.48,5.32
917617.02,15.66,2.1,311386.49,5.31
917668.55,15.67,2.1,311445.54,5.32
917561.36,15.66,2.1,311343.0,5.32
917612.89,15.67,2.1,311461.48,5.32
917664.42,15.67,2.1,311520.52,5.32
917715.95,15.67,2.11,311174.22,5.31
917479.97,15.67,2.1,311098.03,5.31
917220.04,15.67,2.1,310936.23,5.31
917512.7,15.67,2.11,310878.1,5.31
917564.23,15.68,2.11,310996.58,5.31
917615.76,15.68,2.11,311055.62,5.31
917400.25,15.68,2.11,310928.3,5.31
917566.15,15.68,2.11,310875.59,5.31
917334.59,15.68,2.11,310755.78,5.31
917494.9,15.68,2.12,311126.66,5.32
917387.71,15.68,2.11,311024.13,5.32
917161.73,15.68,2.11,310793.25,5.31
917213.26,15.68,2.11,310911.72,5.32
917373.58,15.68,2.12,310939.45,5.32
924288.27,15.8,2.24,312599.46,5.34
924280.83,15.8,2.24,312749.74,5.35
924332.36,15.81,2.24,312863.65,5.35
924492.67,15.81,2.24,312889.4,5.35
924374.04,15.81,2.24,312931.57,5.35
924932.57,15.82,2.25,313029.35,5.35
924724.03,15.82,2.25,312789.73,5.35
924434.18,15.81,2.25,312300.2,5.34
924594.49,15.82,2.25,312271.44,5.34
924646.02,15.82,2.26,312446.4,5.35
924420.04,15.82,2.25,312380.01,5.35
924580.36,15.82,2.26,312351.25,5.35
924580.36,15.82,2.26,318515.45,5.45
924734.62,15.83,2.26,318743.75,5.46
924574.7,15.83,2.26,318799.07,5.46
924626.23,15.83,2.26,318917.55,5.46
924390.25,15.83,2.26,318680.17,5.46
924580.27,15.83,2.26,318701.83,5.46
924543.12,15.83,2.26,318858.17,5.46
924594.65,15.83,2.27,318972.08,5.46
924792.93,15.84,2.27,319086.4,5.46
924947.19,15.84,2.28,319178.38,5.47
926397.35,15.87,2.3,319734.23,5.48
926397.35,15.87,2.3,319733.63,5.48
926448.88,15.87,2.3,319843.2,5.48
926500.41,15.87,2.31,319961.67,5.48
926660.72,15.88,2.31,319989.4,5.48
926712.25,15.88,2.31,319643.09,5.48
926468.31,15.88,2.31,319508.11,5.48
926468.31,15.88,2.31,319508.11,5.48
926519.84,15.88,2.31,319288.01,5.47
926519.84,15.88,2.31,319872.69,5.48
926674.11,15.89,2.32,319964.66,5.48
926674.11,15.89,2.32,320111.76,5.49
926438.13,15.88,2.32,320035.57,5.49
926489.66,15.89,2.32,320145.13,5.49
927048.19,15.9,2.33,320242.91,5.49
927761.1,15.91,2.34,320541.69,5.5
927552.56,15.91,2.34,320302.07,5.49
927292.63,15.9,2.34,320140.27,5.49
927032.71,15.9,2.33,319978.47,5.49
927084.24,15.9,2.34,319805.95,5.49
927135.77,15.91,2.34,320175.34,5.49
926845.91,15.9,2.34,319685.81,5.49
927006.23,15.91,2.34,319657.05,5.49
926770.25,15.91,2.34,319513.29,5.48
926821.78,15.91,2.34,319755.82,5.49
926777.54,15.91,2.34,319465.29,5.48
926829.07,15.91,2.35,319583.77,5.49
926994.97,15.92,2.35,319601.41,5.49
926906.17,15.92,2.35,319685.91,5.49
933754.07,16.03,2.47,326951.44,5.61
933805.6,16.04,2.47,327069.92,5.62
933857.13,16.04,2.47,327128.96,5.62
933908.66,16.04,2.48,327247.44,5.62
934068.97,16.05,2.48,327275.16,5.62
933979.89,16.05,2.48,327345.38,5.62
934031.42,16.05,2.48,327463.85,5.63
934191.74,16.05,2.49,327491.58,5.63
939656.28,16.15,2.58,328628.16,5.65
939707.81,16.15,2.58,328281.85,5.64
939759.34,16.15,2.59,328061.76,5.64
939670.26,16.15,2.59,328131.98,5.64
939721.79,16.16,2.59,328250.45,5.64
939887.69,16.16,2.59,328268.09,5.64
939666.13,16.16,2.59,328221.58,5.64
939835.52,16.16,2.59,328132.06,5.64
939887.05,16.16,2.6,328321.33,5.65
939711.99,16.16,2.6,328360.17,5.65
939711.99,16.16,2.6,328360.17,5.65
939763.52,16.17,2.6,328013.86,5.64
940160.67,16.17,2.61,328148.41,5.65
940320.99,16.18,2.61,328119.65,5.65
940372.52,16.18,2.61,328294.61,5.65
940355.76,16.18,2.62,328435.26,5.65
940554.04,16.19,2.62,328509.58,5.65
940605.57,16.19,2.62,328670.04,5.66
940657.1,16.19,2.63,328788.51,5.66
940708.63,16.2,2.63,328847.56,5.66
940551.44,16.19,2.63,328696.25,5.66
940717.34,16.2,2.63,328643.53,5.66
940717.34,16.2,2.63,328643.53,5.66
940473.4,16.19,2.63,328508.16,5.66
940241.83,16.19,2.63,328388.35,5.66
940293.36,16.2,2.63,328640.68,5.66
940483.38,16.2,2.63,328556.94,5.66
940315.34,16.2,2.63,328461.62,5.66
940315.34,16.2,2.63,328461.62,5.66
940315.34,16.2,2.63,328461.02,5.66
940484.73,16.2,2.64,328954.72,5.67
940309.67,16.2,2.63,328707.4,5.66
940361.2,16.2,2.64,328361.09,5.66
940578.35,16.21,2.64,328315.65,5.66
940629.88,16.21,2.65,328434.12,5.66
940681.41,16.22,2.65,328493.16,5.66
941155.33,16.22,2.66,328475.86,5.66
941315.65,16.23,2.66,328447.1,5.66
941079.67,16.23,2.66,328303.34,5.66
941239.99,16.23,2.66,328665.39,5.67
941227.48,16.23,2.67,328448.93,5.66
941279.01,16.23,2.67,328567.41,5.67
941229.01,16.23,2.67,328517.41,5.67
941003.03,16.23,2.67,328285.35,5.66
940670.29,16.23,2.66,327987.37,5.66
940461.06,16.22,2.66,327748.88,5.65
940512.59,16.23,2.66,327807.92,5.66
940512.59,16.23,2.66,327807.92,5.66
940512.59,16.23,2.66,329329.87,5.68
940512.59,16.23,2.66,330226.25,5.7
940666.86,16.23,2.67,330318.23,5.7
940865.13,16.24,2.67,330569.64,5.7
940815.13,16.24,2.67,330519.64,5.7
940975.45,16.24,2.67,330490.88,5.7
940715.52,16.24,2.67,330339.84,5.7
940767.05,16.24,2.67,330514.8,5.71
940523.11,16.24,2.67,330269.93,5.7
941973.27,16.26,2.7,331440.36,5.72
941737.29,16.26,2.69,331364.17,5.72
941788.82,16.26,2.7,331482.64,5.72
941954.72,16.27,2.7,331500.28,5.72
941723.15,16.26,2.7,331443.98,5.72
941877.42,16.27,2.7,331531.28,5.73
941928.95,16.27,2.7,331638.98,5.73
942089.27,16.28,2.71,331610.21,5.73
941853.28,16.27,2.71,331466.45,5.73
941904.82,16.28,2.71,331708.99,5.73
941904.82,16.28,2.71,331681.78,5.73
941904.82,16.28,2.71,331731.98,5.73
942059.08,16.28,2.71,331823.95,5.73
941949.08,16.28,2.71,331713.95,5.73
942114.98,16.28,2.72,331825.74,5.73
941945.05,16.28,2.71,331754.06,5.73
942099.32,16.28,2.72,331846.03,5.74
942099.32,16.28,2.72,331809.99,5.74
941839.39,16.28,2.71,331775.9,5.74
941993.66,16.29,2.72,331996.3,5.74
942045.19,16.29,2.72,332114.78,5.74
941813.62,16.29,2.72,331872.58,5.74
942044.48,16.29,2.73,332016.03,5.74
942603.01,16.3,2.74,332113.81,5.74
942763.33,16.31,2.74,332085.04,5.74
942473.47,16.3,2.74,331595.52,5.74
942627.74,16.31,2.74,331823.81,5.74
942679.27,16.31,2.75,331942.29,5.74
942877.54,16.32,2.75,332058.59,5.75
943031.81,16.32,2.76,332150.56,5.75
942795.29,16.32,2.75,332027.21,5.75
942559.31,16.32,2.75,331999.3,5.75
942610.84,16.32,2.75,332108.87,5.75
942662.37,16.32,2.76,332227.34,5.75
942822.69,16.33,2.76,332255.07,5.75
942562.76,16.32,2.76,332000.92,5.75
942318.82,16.32,2.75,331865.55,5.75
942370.35,16.32,2.76,331984.02,5.75
942232.0,16.32,2.76,332006.02,5.75
942392.32,16.33,2.76,332033.74,5.75
942546.59,16.33,2.76,332125.72,5.75
942320.61,16.33,2.76,332059.32,5.75
942372.14,16.33,2.76,332168.89,5.76
942423.67,16.33,2.77,332287.36,5.76
942583.98,16.34,2.77,332315.09,5.76
942371.22,16.33,2.77,332083.37,5.76
942371.22,16.33,2.77,332123.97,5.76
942422.75,16.34,2.77,331777.66,5.75
942176.77,16.34,2.77,331662.84,5.75
942228.3,16.34,2.77,331442.74,5.75
942279.83,16.34,2.78,331561.22,5.75
942331.36,16.34,2.78,331620.26,5.75
942491.68,16.35,2.78,331591.5,5.75
942491.68,16.35,2.78,331601.58,5.75
942543.21,16.35,2.79,331776.55,5.76
942307.23,16.35,2.78,331700.36,5.76
942150.03,16.35,2.78,331543.17,5.75
942201.56,16.35,2.78,331661.64,5.76
942253.09,16.35,2.79,331720.69,5.76
942304.62,16.36,2.79,331839.16,5.76
942044.69,16.35,2.79,331660.79,5.76
942096.22,16.36,2.79,331719.84,5.76
942096.22,16.36,2.79,331852.52,5.76
942250.49,16.36,2.79,331944.49,5.76
947648.23,16.45,2.89,336353.04,5.84
947808.55,16.46,2.89,336460.6,5.84
947962.81,16.46,2.9,336552.57,5.84
948117.08,16.47,2.9,336772.97,5.85
947891.1,16.46,2.9,336754.54,5.85
947942.63,16.47,2.9,336408.23,5.84
948140.9,16.47,2.91,336297.22,5.84
948853.81,16.49,2.92,336596.0,5.85
948589.58,16.48,2.92,336085.47,5.84
948589.58,16.48,2.92,341748.19,5.94
948419.65,16.48,2.92,341675.44,5.94
948159.72,16.48,2.91,341421.82,5.93
948211.25,16.48,2.92,341075.51,5.93
948522.79,16.49,2.92,341097.59,5.93
948683.11,16.49,2.93,341068.82,5.93
948457.13,16.49,2.92,340925.07,5.93
948299.94,16.49,2.92,340772.53,5.92
948351.47,16.49,2.92,341024.86,5.93
948584.27,16.5,2.93,340441.98,5.92
948427.67,16.5,2.93,340335.18,5.92
951579.77,16.55,2.98,342165.58,5.95
951579.77,16.55,2.98,342175.66,5.95
951450.03,16.55,2.98,342204.38,5.95
951501.56,16.55,2.99,341858.08,5.95
951813.11,16.56,2.99,341880.15,5.95
951973.42,16.56,3.0,341851.39,5.95
952024.95,16.57,3.0,342026.35,5.95
951788.97,16.57,3.0,341950.17,5.95
952501.88,16.58,3.01,342248.94,5.96
952237.65,16.58,3.01,341738.41,5.95
952397.97,16.58,3.01,341705.24,5.95
952449.5,16.58,3.02,342039.53,5.96
952449.5,16.58,3.02,342028.85,5.96
953008.03,16.6,3.03,342126.62,5.96
952748.1,16.59,3.03,341957.44,5.96
952578.17,16.59,3.02,341791.73,5.95
952629.7,16.59,3.03,341619.21,5.95
952681.23,16.6,3.03,341988.6,5.96
952521.3,16.59,3.03,341916.56,5.96
952521.3,16.59,3.03,343744.12,5.99
952261.37,16.59,3.02,343491.27,5.98
951971.52,16.59,3.02,343001.74,5.98
952530.05,16.6,3.03,343099.52,5.98
952513.29,16.6,3.03,343083.26,5.98
953071.82,16.61,3.04,343181.04,5.98
952781.97,16.61,3.04,342691.51,5.97
952492.11,16.61,3.04,342201.98,5.97
952893.55,16.61,3.05,342260.14,5.97
953053.87,16.62,3.05,342231.38,5.97
952817.89,16.62,3.05,342087.62,5.97
952710.69,16.61,3.05,342013.72,5.96
952871.01,16.62,3.05,342375.77,5.97
952635.03,16.62,3.05,342133.72,5.97
953193.56,16.63,3.06,342231.5,5.97
952984.33,16.62,3.06,341988.47,5.97
952849.94,16.62,3.06,341880.95,5.96
952811.57,16.62,3.06,341498.56,5.96
955963.68,16.68,3.11,347307.48,6.06
955673.82,16.68,3.11,346817.95,6.05
955828.09,16.68,3.11,346909.92,6.05
955982.35,16.69,3.12,347130.32,6.06
956033.88,16.69,3.12,347248.8,6.06
956199.78,16.69,3.13,347266.44,6.06
955965.39,16.69,3.12,347058.91,6.06
956016.92,16.69,3.13,347177.39,6.06
955795.35,16.69,3.12,347130.88,6.06
955846.88,16.69,3.13,347189.92,6.06
956007.2,16.7,3.13,347161.16,6.06
956058.73,16.7,3.14,347336.12,6.07
956212.99,16.71,3.14,347428.09,6.07
956264.52,16.71,3.14,347537.66,6.07
956316.05,16.71,3.15,347651.57,6.08
956546.91,16.72,3.15,347793.05,6.08
956598.44,16.72,3.16,347911.52,6.08
956362.46,16.72,3.15,347835.33,6.08
956413.99,16.72,3.16,347894.38,6.08
956154.06,16.72,3.15,347732.58,6.08
956205.59,16.72,3.16,347851.05,6.08
956257.12,16.72,3.16,347910.1,6.08
956308.65,16.73,3.16,348028.57,6.09
956314.27,16.73,3.16,348030.98,6.09
956160.51,16.73,3.16,347990.24,6.09
956212.04,16.73,3.16,348049.28,6.09
956442.9,16.74,3.17,348137.45,6.09
956208.5,16.73,3.17,347929.92,6.09
956260.03,16.74,3.17,348103.69,6.09
956420.35,16.74,3.17,348074.92,6.09
956184.37,16.74,3.17,347931.16,6.09
956344.69,16.74,3.17,348293.22,6.1
956344.69,16.74,3.17,348293.22,6.1
956396.22,16.74,3.18,348411.69,6.1
956447.75,16.75,3.18,348470.73,6.1
956499.28,16.75,3.18,348589.21,6.1
956550.81,16.75,3.19,348648.25,6.11
956314.83,16.75,3.18,348406.2,6.1
956161.07,16.75,3.18,348365.22,6.1
956321.39,16.75,3.19,348336.45,6.1
956475.65,16.76,3.19,348564.75,6.11
956475.65,16.76,3.19,348564.75,6.11
956475.65,16.76,3.19,348564.75,6.11
956239.67,16.76,3.19,348536.84,6.11
956291.2,16.76,3.19,348655.31,6.11
956451.52,16.76,3.2,348683.04,6.11
956191.59,16.76,3.19,348428.9,6.11
955931.66,16.76,3.19,348259.71,6.1
955983.2,16.76,3.19,348378.18,6.11
956034.73,16.76,3.2,348437.23,6.11
956233.0,16.77,3.2,348511.54,6.11
956284.53,16.77,3.2,348672.0,6.11
956048.55,16.77,3.2,348595.81,6.11
956100.08,16.77,3.2,348714.29,6.12
956151.61,16.77,3.21,348773.33,6.12
956203.14,16.78,3.21,348891.81,6.12
956363.46,16.78,3.22,348919.53,6.12
956127.48,16.78,3.21,348843.34,6.12
956127.48,16.78,3.21,348853.43,6.12
956179.01,16.78,3.22,348507.12,6.12
956576.15,16.79,3.22,348641.68,6.12
956736.47,16.79,3.23,348612.91,6.12
956736.47,16.79,3.23,348612.91,6.12
956442.53,16.79,3.22,348428.56,6.12
956442.53,16.79,3.22,348561.24,6.12
956206.55,16.79,3.22,348417.48,6.12
956360.82,16.79,3.23,348761.63,6.12
956100.89,16.79,3.22,348505.92,6.12
956261.21,16.79,3.23,348477.16,6.12
956261.21,16.79,3.23,354139.88,6.22
956025.22,16.79,3.22,353996.12,6.22
956076.75,16.79,3.23,354238.65,6.22
956275.03,16.8,3.23,354312.97,6.22
956015.11,16.8,3.23,354058.82,6.22
956066.64,16.8,3.23,354219.28,6.22
956118.17,16.8,3.24,353872.98,6.22
956169.7,16.81,3.24,353652.89,6.22
956221.23,16.81,3.24,353306.58,6.21
956272.76,16.81,3.25,353086.49,6.21
956985.66,16.83,3.26,353385.27,6.21
956772.9,16.82,3.26,353152.98,6.21
956933.22,16.83,3.26,353124.22,6.21
956697.24,16.82,3.26,352980.46,6.21
956748.77,16.83,3.26,353222.99,6.21
956504.83,16.82,3.26,353087.62,6.21
957217.73,16.84,3.27,353386.39,6.22
957407.75,16.84,3.28,353309.19,6.22
957239.71,16.84,3.27,353213.87,6.21
957393.97,16.85,3.28,353649.08,6.22
957236.78,16.84,3.28,353496.55,6.22
957402.68,16.85,3.28,353317.49,6.22
957138.45,16.85,3.28,352806.96,6.21
956878.52,16.84,3.28,352533.17,6.2
960030.63,16.9,3.33,354363.56,6.24
960030.63,16.9,3.33,354362.97,6.24
959766.39,16.89,3.33,353852.44,6.23
959766.39,16.89,3.33,353852.44,6.23
959817.92,16.9,3.33,354339.66,6.24
959586.36,16.9,3.33,354092.57,6.23
959987.79,16.9,3.34,354150.73,6.24
959987.79,16.9,3.34,354426.25,6.24
960376.68,16.91,3.35,354497.4,6.24
960778.12,16.92,3.35,354555.56,6.24
961167.0,16.93,3.36,354626.71,6.25
961376.77,16.93,3.37,354476.08,6.24
961567.88,16.94,3.37,354276.83,6.24
961619.41,16.94,3.38,354395.31,6.24
961779.73,16.95,3.38,354423.03,6.24
961543.75,16.94,3.38,354346.84,6.24
961704.06,16.95,3.38,354318.08,6.24
961468.08,16.95,3.38,354174.32,6.24
961468.08,16.95,3.38,354140.96,6.24
961628.4,16.95,3.38,354503.01,6.25
961392.42,16.95,3.38,354260.96,6.24
961179.66,16.94,3.38,354050.81,6.24
961333.92,16.95,3.38,354138.11,6.24
961333.92,16.95,3.38,354404.05,6.25
961176.73,16.95,3.38,354251.51,6.25
961228.26,16.95,3.38,354359.21,6.25
961786.79,16.96,3.39,354456.98,6.25
961639.29,16.96,3.39,354421.17,6.25
962352.2,16.97,3.41,354719.95,6.26
962062.35,16.97,3.4,354230.42,6.25
961798.11,16.97,3.4,353719.89,6.24
961633.41,16.97,3.4,353533.83,6.24
961473.48,16.96,3.4,353471.98,6.24
961473.48,16.96,3.4,358751.72,6.33
961683.25,16.97,3.4,358670.79,6.33
961617.04,16.97,3.4,358579.2,6.33
961771.31,16.97,3.41,359142.28,6.34
961937.21,16.98,3.41,359302.02,6.34
964477.8,17.02,3.46,360931.71,6.37
964246.24,17.02,3.45,360873.38,6.37
964406.56,17.02,3.46,360940.82,6.37
964458.09,17.03,3.46,361059.29,6.37
964232.11,17.03,3.46,360857.93,6.37
964283.64,17.03,3.46,360916.97,6.37
964443.95,17.03,3.47,360888.21,6.37
964495.48,17.04,3.47,361063.17,6.38
964495.48,17.04,3.47,361034.09,6.38
964547.01,17.04,3.47,360687.78,6.37
964547.01,17.04,3.47,360687.78,6.37
964764.16,17.05,3.48,360642.33,6.37
964528.18,17.04,3.48,360566.15,6.37
964328.95,17.04,3.47,360308.83,6.37
964069.02,17.04,3.47,360113.06,6.36
964278.79,17.04,3.47,360032.13,6.36
964212.59,17.04,3.47,359940.54,6.36
964264.12,17.04,3.48,360399.91,6.37
964424.43,17.05,3.48,360371.15,6.37
964622.71,17.05,3.49,360624.82,6.38
964853.57,17.06,3.49,360712.98,6.38
964617.59,17.06,3.49,360710.5,6.38
964771.86,17.06,3.49,360992.88,6.38
964937.76,17.07,3.5,360940.16,6.38
964706.19,17.06,3.5,360820.35,6.38
964462.25,17.06,3.49,360575.41,6.38
964622.57,17.06,3.5,360946.64,6.38
964533.49,17.06,3.5,360813.29,6.38
964585.02,17.07,3.5,360466.98,6.38
964636.55,17.07,3.5,360246.89,6.37
964796.86,17.07,3.51,360218.13,6.37
964848.39,17.08,3.51,360393.09,6.38
964612.41,17.07,3.51,360316.9,6.38
964772.73,17.08,3.51,360288.14,6.38
964536.75,17.08,3.51,360144.38,6.38
964697.07,17.08,3.51,360506.43,6.38
964851.33,17.09,3.52,360598.4,6.39
964642.11,17.08,3.52,360359.92,6.38
964693.64,17.09,3.52,360469.48,6.38
964745.17,17.09,3.52,360587.96,6.39
964899.43,17.09,3.53,360671.02,6.39
964810.35,17.09,3.53,360538.35,6.39
964810.35,17.09,3.53,361021.54,6.4
964964.61,17.1,3.53,361108.84,6.4
964704.69,17.09,3.53,360947.04,6.4
964865.0,17.1,3.53,361052.73,6.4
965019.27,17.1,3.54,361144.7,6.4
965173.53,17.11,3.54,361365.1,6.41
964937.55,17.1,3.54,361344.31,6.41
964989.08,17.11,3.54,361462.78,6.41
965040.61,17.11,3.55,361521.83,6.41
965238.89,17.12,3.55,361162.52,6.4
965529.29,17.12,3.56,361350.07,6.41
965937.44,17.13,3.57,361281.33,6.41
965937.44,17.13,3.57,361330.9,6.41
965937.44,17.13,3.57,361342.76,6.41
966103.34,17.14,3.57,361502.49,6.41
967373.64,17.16,3.59,364525.39,6.47
967373.64,17.16,3.59,364535.47,6.47
967317.5,17.16,3.59,364262.07,6.46
967057.58,17.16,3.59,364100.27,6.46
966826.01,17.15,3.59,364041.94,6.46
966472.67,17.15,3.58,363722.33,6.45
966212.74,17.15,3.58,363461.07,6.45
966212.74,17.15,3.58,363450.38,6.45
966373.06,17.15,3.58,363513.91,6.45
966373.06,17.15,3.58,364766.4,6.47
966373.06,17.15,3.58,364547.66,6.47
966424.59,17.15,3.59,364661.57,6.47
966188.61,17.15,3.58,364454.12,6.47
966240.14,17.15,3.59,364531.07,6.47
